Dataset	Base	field	min	median	mean	max	#dom	tau	p-value	|tau|
SRTed(25)	CKD-	field_18	-28.315	-0.026	-4.5674742381601636e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(25)	CKD-	field_19	-30.753	-0.086	4.3270808572043655e-17	71.131	11823.000	0.007	0.252	0.007
SRTed(25)	CKD-	field_20	-2.399	-0.023	7.692588190585538e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(25)	CKD-	field_21	-2.619	0.066	-1.9231470476463846e-17	2.971	11823.000	0.024	0.000	0.024
SRTed(25)	CKD-	field_22	-3.168	-0.099	0.0	3.387	11823.000	0.168	0.000	0.168
SRTed(25)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(25)	CKD-	field_24	-2.674	-0.107	4.4472775476822646e-17	3.231	11823.000	0.037	0.000	0.037
SRTed(25)	CKD-	field_25	-2.278	-0.086	7.692588190585538e-17	3.371	11823.000	0.043	0.000	0.043
SRTed(26)	CKD-	field_1	-2.002	-0.183	3.605900714336971e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(26)	CKD-	field_2	-3.536	-0.148	-4.2068841667264664e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(26)	CKD-	field_3	-4.253	-0.187	-1.4423602857347884e-16	7.046	11823.000	0.062	0.000	0.062
SRTed(26)	CKD-	field_4	-1.653	-0.205	-2.9448189167085264e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(26)	CKD-	field_5	-7.049	0.061	-3.365507333381173e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(26)	CKD-	field_6	-4.518	-0.154	-3.1731926286165346e-16	6.198	11823.000	-0.116	0.000	0.116
SRTed(26)	CKD-	field_7	-3.616	-0.183	-1.3462029333524692e-16	4.600	11823.000	-0.055	0.000	0.055
SRTed(26)	CKD-	field_8	-4.449	-0.023	-1.4423602857347886e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(26)	CKD-	field_9	-4.406	-0.054	-7.211801428673943e-18	10.121	11823.000	-0.086	0.000	0.086
SRTed(26)	CKD-	field_10	-6.399	0.111	1.9231470476463847e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(26)	CKD-	field_11	-5.102	0.035	-1.6707339976427966e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(26)	CKD-	field_12	-2.134	-0.091	-7.812784881063438e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(26)	CKD-	field_13	-5.223	0.023	9.375341857276125e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(26)	CKD-	field_14	-9.210	0.055	-3.4736843548112824e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(26)	CKD-	field_15	-24.308	0.037	6.586778638188868e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(26)	CKD-	field_16	-4.296	-0.071	8.654161714408731e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(26)	CKD-	field_17	-4.940	0.061	-1.3942816095436288e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(26)	CKD-	field_18	-28.315	-0.026	-1.2019669047789904e-18	56.980	11823.000	-0.002	0.711	0.002
SRTed(26)	CKD-	field_19	-30.753	-0.086	9.615735238231923e-18	71.131	11823.000	0.007	0.252	0.007
SRTed(26)	CKD-	field_20	-2.399	-0.023	1.9231470476463846e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(26)	CKD-	field_21	-2.619	0.066	-7.692588190585538e-17	2.971	11823.000	0.024	0.000	0.024
SRTed(26)	CKD-	field_22	-3.168	-0.099	1.9231470476463846e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(26)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(26)	CKD-	field_24	-2.674	-0.107	1.5865963143082673e-16	3.231	11823.000	0.037	0.000	0.037
SRTed(26)	CKD-	field_25	-2.278	-0.086	2.019304400028704e-16	3.371	11823.000	0.043	0.000	0.043
SRTed(26)	CKD-	field_26	-3.168	-0.226	2.4039338095579807e-18	3.632	11823.000	0.023	0.000	0.023
SRTed(27)	CKD-	field_1	-2.002	-0.183	-1.009652200014352e-16	6.832	11823.000	0.038	0.000	0.038
SRTed(27)	CKD-	field_2	-3.536	-0.148	2.644327190513779e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(27)	CKD-	field_3	-4.253	-0.187	-1.153888228587831e-16	7.046	11823.000	0.062	0.000	0.062
SRTed(27)	CKD-	field_4	-1.653	-0.205	-2.1635404286021827e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(27)	CKD-	field_5	-7.049	0.061	-3.846294095292769e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(27)	CKD-	field_6	-4.518	-0.154	-6.731014666762346e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(27)	CKD-	field_7	-3.616	-0.183	-2.884720571469577e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(27)	CKD-	field_8	-4.449	-0.023	5.649244452461255e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(27)	CKD-	field_9	-4.406	-0.054	6.971408047718144e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(27)	CKD-	field_10	-6.399	0.111	-7.57239150010764e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(27)	CKD-	field_11	-5.102	0.035	-1.8269896952640655e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(27)	CKD-	field_12	-2.134	-0.091	2.6743763631332537e-17	46.427	11823.000	-0.056	0.000	0.056
SRTed(27)	CKD-	field_13	-5.223	0.023	1.3341832643046794e-16	6.252	11823.000	-0.117	0.000	0.117
SRTed(27)	CKD-	field_14	-9.210	0.055	2.247678111936712e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(27)	CKD-	field_15	-24.308	0.037	-3.5938810452891816e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(27)	CKD-	field_16	-4.296	-0.071	-7.45219480962974e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(27)	CKD-	field_17	-4.940	0.061	-6.490621285806549e-17	7.618	11823.000	-0.079	0.000	0.079
SRTed(27)	CKD-	field_18	-28.315	-0.026	-6.670916321523397e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(27)	CKD-	field_19	-30.753	-0.086	3.0770352762342154e-16	71.131	11823.000	0.007	0.252	0.007
SRTed(27)	CKD-	field_20	-2.399	-0.023	7.692588190585538e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(27)	CKD-	field_21	-2.619	0.066	1.9231470476463846e-17	2.971	11823.000	0.024	0.000	0.024
SRTed(27)	CKD-	field_22	-3.168	-0.099	-3.846294095292769e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(27)	CKD-	field_23	-2.313	0.052	-3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(27)	CKD-	field_24	-2.674	-0.107	-9.495538547754024e-17	3.231	11823.000	0.037	0.000	0.037
SRTed(27)	CKD-	field_25	-2.278	-0.086	1.9231470476463846e-17	3.371	11823.000	0.043	0.000	0.043
SRTed(27)	CKD-	field_26	-3.168	-0.226	-8.293571642975034e-17	3.632	11823.000	0.023	0.000	0.023
SRTed(27)	CKD-	field_27	-4.887	0.034	-2.5842288452748296e-16	5.156	11823.000	-0.077	0.000	0.077
SRTed(28)	CKD-	field_1	-2.002	-0.183	-1.6827536666905864e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(28)	CKD-	field_2	-3.536	-0.148	-2.644327190513779e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(28)	CKD-	field_3	-4.253	-0.187	-4.807867619115962e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(28)	CKD-	field_4	-1.653	-0.205	1.742852011929536e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(28)	CKD-	field_5	-7.049	0.061	2.644327190513779e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(28)	CKD-	field_6	-4.518	-0.154	-2.884720571469577e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(28)	CKD-	field_7	-3.616	-0.183	7.211801428673943e-18	4.600	11823.000	-0.055	0.000	0.055
SRTed(28)	CKD-	field_8	-4.449	-0.023	7.57239150010764e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(28)	CKD-	field_9	-4.406	-0.054	2.884720571469577e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(28)	CKD-	field_10	-6.399	0.111	6.610817976284447e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(28)	CKD-	field_11	-5.102	0.035	-1.2861045881135198e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(28)	CKD-	field_12	-2.134	-0.091	-7.211801428673943e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(28)	CKD-	field_13	-5.223	0.023	9.856128619187722e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(28)	CKD-	field_14	-9.210	0.055	-8.053178262019236e-17	29.762	11823.000	0.036	0.000	0.036
SRTed(28)	CKD-	field_15	-24.308	0.037	2.307776457175662e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(28)	CKD-	field_16	-4.296	-0.071	-2.4039338095579807e-18	13.702	11823.000	0.041	0.000	0.041
SRTed(28)	CKD-	field_17	-4.940	0.061	-1.2500455809701501e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(28)	CKD-	field_18	-28.315	-0.026	2.1034420833632332e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(28)	CKD-	field_19	-30.753	-0.086	9.615735238231923e-18	71.131	11823.000	0.007	0.252	0.007
SRTed(28)	CKD-	field_20	-2.399	-0.023	7.692588190585538e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(28)	CKD-	field_21	-2.619	0.066	0.0	2.971	11823.000	0.024	0.000	0.024
SRTed(28)	CKD-	field_22	-3.168	-0.099	-3.846294095292769e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(28)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(28)	CKD-	field_24	-2.674	-0.107	-4.8078676191159615e-18	3.231	11823.000	0.037	0.000	0.037
SRTed(28)	CKD-	field_25	-2.278	-0.086	6.731014666762346e-17	3.371	11823.000	0.043	0.000	0.043
SRTed(28)	CKD-	field_26	-3.168	-0.226	3.004917261947476e-17	3.632	11823.000	0.023	0.000	0.023
SRTed(28)	CKD-	field_27	-4.887	0.034	-2.0794027452676533e-16	5.156	11823.000	-0.077	0.000	0.077
SRTed(28)	CKD-	field_28	-1.224	-0.224	-4.807867619115962e-17	4.040	11823.000	0.001	0.829	0.001
SRTed(29)	CKD-	field_1	-2.002	-0.183	-1.6827536666905864e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(29)	CKD-	field_2	-3.536	-0.148	-2.644327190513779e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(29)	CKD-	field_3	-4.253	-0.187	-4.807867619115962e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(29)	CKD-	field_4	-1.653	-0.205	1.742852011929536e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(29)	CKD-	field_5	-7.049	0.061	2.644327190513779e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(29)	CKD-	field_6	-4.518	-0.154	-2.884720571469577e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(29)	CKD-	field_7	-3.616	-0.183	7.211801428673943e-18	4.600	11823.000	-0.055	0.000	0.055
SRTed(29)	CKD-	field_8	-4.449	-0.023	7.57239150010764e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(29)	CKD-	field_9	-4.406	-0.054	2.884720571469577e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(29)	CKD-	field_10	-6.399	0.111	6.610817976284447e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(29)	CKD-	field_11	-5.102	0.035	-1.2861045881135198e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(29)	CKD-	field_12	-2.134	-0.091	-7.211801428673943e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(29)	CKD-	field_13	-5.223	0.023	9.856128619187722e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(29)	CKD-	field_14	-9.210	0.055	-8.053178262019236e-17	29.762	11823.000	0.036	0.000	0.036
SRTed(29)	CKD-	field_15	-24.308	0.037	2.307776457175662e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(29)	CKD-	field_16	-4.296	-0.071	-2.4039338095579807e-18	13.702	11823.000	0.041	0.000	0.041
SRTed(29)	CKD-	field_17	-4.940	0.061	-1.2500455809701501e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(29)	CKD-	field_18	-28.315	-0.026	2.1034420833632332e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(29)	CKD-	field_19	-30.753	-0.086	9.615735238231923e-18	71.131	11823.000	0.007	0.252	0.007
SRTed(29)	CKD-	field_20	-2.399	-0.023	7.692588190585538e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(29)	CKD-	field_21	-2.619	0.066	0.0	2.971	11823.000	0.024	0.000	0.024
SRTed(29)	CKD-	field_22	-3.168	-0.099	-3.846294095292769e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(29)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(29)	CKD-	field_24	-2.674	-0.107	-4.8078676191159615e-18	3.231	11823.000	0.037	0.000	0.037
SRTed(29)	CKD-	field_25	-2.278	-0.086	6.731014666762346e-17	3.371	11823.000	0.043	0.000	0.043
SRTed(29)	CKD-	field_26	-3.168	-0.226	3.004917261947476e-17	3.632	11823.000	0.023	0.000	0.023
SRTed(29)	CKD-	field_27	-4.887	0.034	-2.0794027452676533e-16	5.156	11823.000	-0.077	0.000	0.077
SRTed(29)	CKD-	field_28	-1.224	-0.224	-4.807867619115962e-17	4.040	11823.000	0.001	0.829	0.001
SRTed(29)	CKD-	field_29	-1.242	-0.124	3.6059007143369715e-18	9.144	11823.000	-0.178	0.000	0.178
SRTed(30)	CKD-	field_1	-2.002	-0.183	-1.6827536666905864e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(30)	CKD-	field_2	-3.536	-0.148	-2.644327190513779e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(30)	CKD-	field_3	-4.253	-0.187	-4.807867619115962e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(30)	CKD-	field_4	-1.653	-0.205	1.742852011929536e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(30)	CKD-	field_5	-7.049	0.061	2.644327190513779e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(30)	CKD-	field_6	-4.518	-0.154	-2.884720571469577e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(30)	CKD-	field_7	-3.616	-0.183	7.211801428673943e-18	4.600	11823.000	-0.055	0.000	0.055
SRTed(30)	CKD-	field_8	-4.449	-0.023	7.57239150010764e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(30)	CKD-	field_9	-4.406	-0.054	2.884720571469577e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(30)	CKD-	field_10	-6.399	0.111	6.610817976284447e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(30)	CKD-	field_11	-5.102	0.035	-1.2861045881135198e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(30)	CKD-	field_12	-2.134	-0.091	-7.211801428673943e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(30)	CKD-	field_13	-5.223	0.023	9.856128619187722e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(30)	CKD-	field_14	-9.210	0.055	-8.053178262019236e-17	29.762	11823.000	0.036	0.000	0.036
SRTed(30)	CKD-	field_15	-24.308	0.037	2.307776457175662e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(30)	CKD-	field_16	-4.296	-0.071	-2.4039338095579807e-18	13.702	11823.000	0.041	0.000	0.041
SRTed(30)	CKD-	field_17	-4.940	0.061	-1.2500455809701501e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(30)	CKD-	field_18	-28.315	-0.026	2.1034420833632332e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(30)	CKD-	field_19	-30.753	-0.086	9.615735238231923e-18	71.131	11823.000	0.007	0.252	0.007
SRTed(30)	CKD-	field_20	-2.399	-0.023	7.692588190585538e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(30)	CKD-	field_21	-2.619	0.066	0.0	2.971	11823.000	0.024	0.000	0.024
SRTed(30)	CKD-	field_22	-3.168	-0.099	-3.846294095292769e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(30)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(30)	CKD-	field_24	-2.674	-0.107	-4.8078676191159615e-18	3.231	11823.000	0.037	0.000	0.037
SRTed(30)	CKD-	field_25	-2.278	-0.086	6.731014666762346e-17	3.371	11823.000	0.043	0.000	0.043
SRTed(30)	CKD-	field_26	-3.168	-0.226	3.004917261947476e-17	3.632	11823.000	0.023	0.000	0.023
SRTed(30)	CKD-	field_27	-4.887	0.034	-2.0794027452676533e-16	5.156	11823.000	-0.077	0.000	0.077
SRTed(30)	CKD-	field_28	-1.224	-0.224	-4.807867619115962e-17	4.040	11823.000	0.001	0.829	0.001
SRTed(30)	CKD-	field_29	-1.242	-0.124	3.6059007143369715e-18	9.144	11823.000	-0.178	0.000	0.178
SRTed(30)	CKD-	field_30	-4.800	-0.092	-1.863048702407435e-17	16.143	11823.000	-0.111	0.000	0.111
SRTed(31)	CKD-	field_1	-2.002	-0.183	-1.6827536666905864e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(31)	CKD-	field_2	-3.536	-0.148	-2.644327190513779e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(31)	CKD-	field_3	-4.253	-0.187	-4.807867619115962e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(31)	CKD-	field_4	-1.653	-0.205	1.742852011929536e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(31)	CKD-	field_5	-7.049	0.061	2.644327190513779e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(31)	CKD-	field_6	-4.518	-0.154	-2.884720571469577e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(31)	CKD-	field_7	-3.616	-0.183	7.211801428673943e-18	4.600	11823.000	-0.055	0.000	0.055
SRTed(31)	CKD-	field_8	-4.449	-0.023	7.57239150010764e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(31)	CKD-	field_9	-4.406	-0.054	2.884720571469577e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(31)	CKD-	field_10	-6.399	0.111	6.610817976284447e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(31)	CKD-	field_11	-5.102	0.035	-1.2861045881135198e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(31)	CKD-	field_12	-2.134	-0.091	-7.211801428673943e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(31)	CKD-	field_13	-5.223	0.023	9.856128619187722e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(31)	CKD-	field_14	-9.210	0.055	-8.053178262019236e-17	29.762	11823.000	0.036	0.000	0.036
SRTed(31)	CKD-	field_15	-24.308	0.037	2.307776457175662e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(31)	CKD-	field_16	-4.296	-0.071	-2.4039338095579807e-18	13.702	11823.000	0.041	0.000	0.041
SRTed(31)	CKD-	field_17	-4.940	0.061	-1.2500455809701501e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(31)	CKD-	field_18	-28.315	-0.026	2.1034420833632332e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(31)	CKD-	field_19	-30.753	-0.086	9.615735238231923e-18	71.131	11823.000	0.007	0.252	0.007
SRTed(31)	CKD-	field_20	-2.399	-0.023	7.692588190585538e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(31)	CKD-	field_21	-2.619	0.066	0.0	2.971	11823.000	0.024	0.000	0.024
SRTed(31)	CKD-	field_22	-3.168	-0.099	-3.846294095292769e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(31)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(31)	CKD-	field_24	-2.674	-0.107	-4.8078676191159615e-18	3.231	11823.000	0.037	0.000	0.037
SRTed(31)	CKD-	field_25	-2.278	-0.086	6.731014666762346e-17	3.371	11823.000	0.043	0.000	0.043
SRTed(31)	CKD-	field_26	-3.168	-0.226	3.004917261947476e-17	3.632	11823.000	0.023	0.000	0.023
SRTed(31)	CKD-	field_27	-4.887	0.034	-2.0794027452676533e-16	5.156	11823.000	-0.077	0.000	0.077
SRTed(31)	CKD-	field_28	-1.224	-0.224	-4.807867619115962e-17	4.040	11823.000	0.001	0.829	0.001
SRTed(31)	CKD-	field_29	-1.242	-0.124	3.6059007143369715e-18	9.144	11823.000	-0.178	0.000	0.178
SRTed(31)	CKD-	field_30	-4.800	-0.092	-1.863048702407435e-17	16.143	11823.000	-0.111	0.000	0.111
SRTed(31)	CKD-	field_31	-6.935	0.026	-3.605900714336971e-17	23.837	11823.000	-0.063	0.000	0.063
SRTed(32)	CKD-	field_1	-2.002	-0.183	-1.6827536666905864e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(32)	CKD-	field_2	-3.536	-0.148	-2.644327190513779e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(32)	CKD-	field_3	-4.253	-0.187	-4.807867619115962e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(32)	CKD-	field_4	-1.653	-0.205	1.742852011929536e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(32)	CKD-	field_5	-7.049	0.061	2.644327190513779e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(32)	CKD-	field_6	-4.518	-0.154	-2.884720571469577e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(32)	CKD-	field_7	-3.616	-0.183	7.211801428673943e-18	4.600	11823.000	-0.055	0.000	0.055
SRTed(32)	CKD-	field_8	-4.449	-0.023	7.57239150010764e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(32)	CKD-	field_9	-4.406	-0.054	2.884720571469577e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(32)	CKD-	field_10	-6.399	0.111	6.610817976284447e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(32)	CKD-	field_11	-5.102	0.035	-1.2861045881135198e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(32)	CKD-	field_12	-2.134	-0.091	-7.211801428673943e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(32)	CKD-	field_13	-5.223	0.023	9.856128619187722e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(32)	CKD-	field_14	-9.210	0.055	-8.053178262019236e-17	29.762	11823.000	0.036	0.000	0.036
SRTed(32)	CKD-	field_15	-24.308	0.037	2.307776457175662e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(32)	CKD-	field_16	-4.296	-0.071	-2.4039338095579807e-18	13.702	11823.000	0.041	0.000	0.041
SRTed(32)	CKD-	field_17	-4.940	0.061	-1.2500455809701501e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(32)	CKD-	field_18	-28.315	-0.026	2.1034420833632332e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(32)	CKD-	field_19	-30.753	-0.086	9.615735238231923e-18	71.131	11823.000	0.007	0.252	0.007
SRTed(32)	CKD-	field_20	-2.399	-0.023	7.692588190585538e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(32)	CKD-	field_21	-2.619	0.066	0.0	2.971	11823.000	0.024	0.000	0.024
SRTed(32)	CKD-	field_22	-3.168	-0.099	-3.846294095292769e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(32)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(32)	CKD-	field_24	-2.674	-0.107	-4.8078676191159615e-18	3.231	11823.000	0.037	0.000	0.037
SRTed(32)	CKD-	field_25	-2.278	-0.086	6.731014666762346e-17	3.371	11823.000	0.043	0.000	0.043
SRTed(32)	CKD-	field_26	-3.168	-0.226	3.004917261947476e-17	3.632	11823.000	0.023	0.000	0.023
SRTed(32)	CKD-	field_27	-4.887	0.034	-2.0794027452676533e-16	5.156	11823.000	-0.077	0.000	0.077
SRTed(32)	CKD-	field_28	-1.224	-0.224	-4.807867619115962e-17	4.040	11823.000	0.001	0.829	0.001
SRTed(32)	CKD-	field_29	-1.242	-0.124	3.6059007143369715e-18	9.144	11823.000	-0.178	0.000	0.178
SRTed(32)	CKD-	field_30	-4.800	-0.092	-1.863048702407435e-17	16.143	11823.000	-0.111	0.000	0.111
SRTed(32)	CKD-	field_31	-6.935	0.026	-3.605900714336971e-17	23.837	11823.000	-0.063	0.000	0.063
SRTed(32)	CKD-	field_32	-7.652	-0.003	5.4689494167444064e-17	7.810	11823.000	-0.013	0.038	0.013
SRTed(33)	CKD-	field_1	-2.002	-0.183	-1.6827536666905864e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(33)	CKD-	field_2	-3.536	-0.148	-2.644327190513779e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(33)	CKD-	field_3	-4.253	-0.187	-4.807867619115962e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(33)	CKD-	field_4	-1.653	-0.205	1.742852011929536e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(33)	CKD-	field_5	-7.049	0.061	2.644327190513779e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(33)	CKD-	field_6	-4.518	-0.154	-2.884720571469577e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(33)	CKD-	field_7	-3.616	-0.183	7.211801428673943e-18	4.600	11823.000	-0.055	0.000	0.055
SRTed(33)	CKD-	field_8	-4.449	-0.023	7.57239150010764e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(33)	CKD-	field_9	-4.406	-0.054	2.884720571469577e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(33)	CKD-	field_10	-6.399	0.111	6.610817976284447e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(33)	CKD-	field_11	-5.102	0.035	-1.2861045881135198e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(33)	CKD-	field_12	-2.134	-0.091	-7.211801428673943e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(33)	CKD-	field_13	-5.223	0.023	9.856128619187722e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(33)	CKD-	field_14	-9.210	0.055	-8.053178262019236e-17	29.762	11823.000	0.036	0.000	0.036
SRTed(33)	CKD-	field_15	-24.308	0.037	2.307776457175662e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(33)	CKD-	field_16	-4.296	-0.071	-2.4039338095579807e-18	13.702	11823.000	0.041	0.000	0.041
SRTed(33)	CKD-	field_17	-4.940	0.061	-1.2500455809701501e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(33)	CKD-	field_18	-28.315	-0.026	2.1034420833632332e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(33)	CKD-	field_19	-30.753	-0.086	9.615735238231923e-18	71.131	11823.000	0.007	0.252	0.007
SRTed(33)	CKD-	field_20	-2.399	-0.023	7.692588190585538e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(33)	CKD-	field_21	-2.619	0.066	0.0	2.971	11823.000	0.024	0.000	0.024
SRTed(33)	CKD-	field_22	-3.168	-0.099	-3.846294095292769e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(33)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
