Dataset	Base	field	min	median	mean	max	#dom	tau	p-value	|tau|
SRTed(13)	CKD-	field_7	-3.616	-0.183	8.053178262019236e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(13)	CKD-	field_8	-4.449	-0.023	5.649244452461255e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(13)	CKD-	field_9	-4.406	-0.054	-1.2500455809701501e-16	10.121	11823.000	-0.086	0.000	0.086
SRTed(13)	CKD-	field_10	-6.399	0.111	-6.610817976284447e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(13)	CKD-	field_11	-5.102	0.035	1.5986159833560573e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(13)	CKD-	field_12	-2.134	-0.091	1.8029503571684855e-17	46.427	11823.000	-0.056	0.000	0.056
SRTed(13)	CKD-	field_13	-5.223	0.023	-7.211801428673943e-18	6.252	11823.000	-0.117	0.000	0.117
SRTed(14)	CKD-	field_1	-2.002	-0.183	-2.1635404286021827e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(14)	CKD-	field_2	-3.536	-0.148	3.485704023859072e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(14)	CKD-	field_3	-4.253	-0.187	-5.769441142939154e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(14)	CKD-	field_4	-1.653	-0.205	1.9231470476463846e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(14)	CKD-	field_5	-7.049	0.061	-4.0866874762485673e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(14)	CKD-	field_6	-4.518	-0.154	2.403933809557981e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(14)	CKD-	field_7	-3.616	-0.183	-4.8078676191159615e-18	4.600	11823.000	-0.055	0.000	0.055
SRTed(14)	CKD-	field_8	-4.449	-0.023	-7.57239150010764e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(14)	CKD-	field_9	-4.406	-0.054	7.45219480962974e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(14)	CKD-	field_10	-6.399	0.111	-1.2139865738267802e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(14)	CKD-	field_11	-5.102	0.035	-2.0433437381242837e-17	5.111	11823.000	0.035	0.000	0.035
SRTed(14)	CKD-	field_12	-2.134	-0.091	8.113276607258186e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(14)	CKD-	field_13	-5.223	0.023	7.211801428673942e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(14)	CKD-	field_14	-9.210	0.055	2.127481421458813e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(15)	CKD-	field_1	-2.002	-0.183	0.0	6.832	11823.000	0.038	0.000	0.038
SRTed(15)	CKD-	field_2	-3.536	-0.148	-1.0697505452533015e-16	29.852	11823.000	0.089	0.000	0.089
SRTed(15)	CKD-	field_3	-4.253	-0.187	-1.009652200014352e-16	7.046	11823.000	0.062	0.000	0.062
SRTed(15)	CKD-	field_4	-1.653	-0.205	-4.206884166726466e-18	29.283	11823.000	0.069	0.000	0.069
SRTed(15)	CKD-	field_5	-7.049	0.061	4.5674742381601636e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(15)	CKD-	field_6	-4.518	-0.154	-2.6924058667049383e-16	6.198	11823.000	-0.116	0.000	0.116
SRTed(15)	CKD-	field_7	-3.616	-0.183	-2.644327190513779e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(15)	CKD-	field_8	-4.449	-0.023	1.490438961925948e-16	5.879	11823.000	0.189	0.000	0.189
SRTed(15)	CKD-	field_9	-4.406	-0.054	1.7789110190729058e-16	10.121	11823.000	-0.086	0.000	0.086
SRTed(15)	CKD-	field_10	-6.399	0.111	3.353487664333383e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(15)	CKD-	field_11	-5.102	0.035	-3.1852122976643246e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(15)	CKD-	field_12	-2.134	-0.091	6.009834523894952e-19	46.427	11823.000	-0.056	0.000	0.056
SRTed(15)	CKD-	field_13	-5.223	0.023	1.7308323428817462e-16	6.252	11823.000	-0.117	0.000	0.117
SRTed(15)	CKD-	field_14	-9.210	0.055	-4.2068841667264664e-17	29.762	11823.000	0.036	0.000	0.036
SRTed(15)	CKD-	field_15	-24.308	0.037	8.473866678691882e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(16)	CKD-	field_1	-2.002	-0.183	4.8078676191159615e-18	6.832	11823.000	0.038	0.000	0.038
SRTed(16)	CKD-	field_2	-3.536	-0.148	-1.4423602857347886e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(16)	CKD-	field_3	-4.253	-0.187	-6.250227904850751e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(16)	CKD-	field_4	-1.653	-0.205	-4.8078676191159615e-18	29.283	11823.000	0.069	0.000	0.069
SRTed(16)	CKD-	field_5	-7.049	0.061	2.644327190513779e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(16)	CKD-	field_6	-4.518	-0.154	-1.5385176381171077e-16	6.198	11823.000	-0.116	0.000	0.116
SRTed(16)	CKD-	field_7	-3.616	-0.183	-3.1251139524253754e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(16)	CKD-	field_8	-4.449	-0.023	-3.605900714336971e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(16)	CKD-	field_9	-4.406	-0.054	-4.807867619115962e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(16)	CKD-	field_10	-6.399	0.111	-3.605900714336971e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(16)	CKD-	field_11	-5.102	0.035	-9.375341857276125e-17	5.111	11823.000	0.035	0.000	0.035
SRTed(16)	CKD-	field_12	-2.134	-0.091	2.4339829821774555e-17	46.427	11823.000	-0.056	0.000	0.056
SRTed(16)	CKD-	field_13	-5.223	0.023	-1.9111273785985947e-16	6.252	11823.000	-0.117	0.000	0.117
SRTed(16)	CKD-	field_14	-9.210	0.055	-3.6059007143369715e-18	29.762	11823.000	0.036	0.000	0.036
SRTed(16)	CKD-	field_15	-24.308	0.037	1.2981242571613098e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(16)	CKD-	field_16	-4.296	-0.071	4.8078676191159615e-18	13.702	11823.000	0.041	0.000	0.041
SRTed(17)	CKD-	field_1	-2.002	-0.183	4.3270808572043655e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(17)	CKD-	field_2	-3.536	-0.148	-7.812784881063438e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(17)	CKD-	field_3	-4.253	-0.187	-7.211801428673942e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(17)	CKD-	field_4	-1.653	-0.205	0.0	29.283	11823.000	0.069	0.000	0.069
SRTed(17)	CKD-	field_5	-7.049	0.061	1.2019669047789904e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(17)	CKD-	field_6	-4.518	-0.154	-6.731014666762346e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(17)	CKD-	field_7	-3.616	-0.183	-1.6827536666905864e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(17)	CKD-	field_8	-4.449	-0.023	-1.502458630973738e-16	5.879	11823.000	0.189	0.000	0.189
SRTed(17)	CKD-	field_9	-4.406	-0.054	-1.634674990499427e-16	10.121	11823.000	-0.086	0.000	0.086
SRTed(17)	CKD-	field_10	-6.399	0.111	-9.495538547754024e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(17)	CKD-	field_11	-5.102	0.035	1.5625569762126876e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(17)	CKD-	field_12	-2.134	-0.091	-8.413768333452933e-17	46.427	11823.000	-0.056	0.000	0.056
SRTed(17)	CKD-	field_13	-5.223	0.023	7.211801428673942e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(17)	CKD-	field_14	-9.210	0.055	1.3341832643046794e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(17)	CKD-	field_15	-24.308	0.037	5.925696840560423e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(17)	CKD-	field_16	-4.296	-0.071	2.644327190513779e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(17)	CKD-	field_17	-4.940	0.061	-7.932981571541337e-17	7.618	11823.000	-0.079	0.000	0.079
SRTed(18)	CKD-	field_1	-2.002	-0.183	-3.365507333381173e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(18)	CKD-	field_2	-3.536	-0.148	-3.6059007143369715e-18	29.852	11823.000	0.089	0.000	0.089
SRTed(18)	CKD-	field_3	-4.253	-0.187	-5.769441142939154e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(18)	CKD-	field_4	-1.653	-0.205	2.884720571469577e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(18)	CKD-	field_5	-7.049	0.061	9.615735238231924e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(18)	CKD-	field_6	-4.518	-0.154	-1.2500455809701501e-16	6.198	11823.000	-0.116	0.000	0.116
SRTed(18)	CKD-	field_7	-3.616	-0.183	6.130031214372851e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(18)	CKD-	field_8	-4.449	-0.023	-2.1034420833632333e-16	5.879	11823.000	0.189	0.000	0.189
SRTed(18)	CKD-	field_9	-4.406	-0.054	-1.490438961925948e-16	10.121	11823.000	-0.086	0.000	0.086
SRTed(18)	CKD-	field_10	-6.399	0.111	-1.9351667166941747e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(18)	CKD-	field_11	-5.102	0.035	1.4303406166869987e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(18)	CKD-	field_12	-2.134	-0.091	-1.1118193869205661e-17	46.427	11823.000	-0.056	0.000	0.056
SRTed(18)	CKD-	field_13	-5.223	0.023	-4.687670928638063e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(18)	CKD-	field_14	-9.210	0.055	-1.153888228587831e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(18)	CKD-	field_15	-24.308	0.037	3.5938810452891816e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(18)	CKD-	field_16	-4.296	-0.071	2.884720571469577e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(18)	CKD-	field_17	-4.940	0.061	-2.1635404286021827e-17	7.618	11823.000	-0.079	0.000	0.079
SRTed(18)	CKD-	field_18	-28.315	-0.026	-3.004917261947476e-18	56.980	11823.000	-0.002	0.711	0.002
SRTed(19)	CKD-	field_1	-2.002	-0.183	-7.211801428673942e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(19)	CKD-	field_2	-3.536	-0.148	-3.846294095292769e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(19)	CKD-	field_3	-4.253	-0.187	4.8078676191159615e-18	7.046	11823.000	0.062	0.000	0.062
SRTed(19)	CKD-	field_4	-1.653	-0.205	6.610817976284447e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(19)	CKD-	field_5	-7.049	0.061	9.615735238231924e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(19)	CKD-	field_6	-4.518	-0.154	-2.1635404286021827e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(19)	CKD-	field_7	-3.616	-0.183	3.966490785770668e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(19)	CKD-	field_8	-4.449	-0.023	-1.3221635952568895e-16	5.879	11823.000	0.189	0.000	0.189
SRTed(19)	CKD-	field_9	-4.406	-0.054	2.259697780984502e-16	10.121	11823.000	-0.086	0.000	0.086
SRTed(19)	CKD-	field_10	-6.399	0.111	1.4183209476392087e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(19)	CKD-	field_11	-5.102	0.035	-9.615735238231924e-17	5.111	11823.000	0.035	0.000	0.035
SRTed(19)	CKD-	field_12	-2.134	-0.091	3.545802369098022e-17	46.427	11823.000	-0.056	0.000	0.056
SRTed(19)	CKD-	field_13	-5.223	0.023	1.009652200014352e-16	6.252	11823.000	-0.117	0.000	0.117
SRTed(19)	CKD-	field_14	-9.210	0.055	-1.5986159833560573e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(19)	CKD-	field_15	-24.308	0.037	7.043526062004883e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(19)	CKD-	field_16	-4.296	-0.071	5.5290477619833556e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(19)	CKD-	field_17	-4.940	0.061	-3.3174286571900137e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(19)	CKD-	field_18	-28.315	-0.026	4.747769273877012e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(19)	CKD-	field_19	-30.753	-0.086	-4.038608800057408e-16	71.131	11823.000	0.007	0.252	0.007
SRTed(20)	CKD-	field_1	-2.002	-0.183	4.3270808572043655e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(20)	CKD-	field_2	-3.536	-0.148	-5.889637833417053e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(20)	CKD-	field_3	-4.253	-0.187	-6.731014666762346e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(20)	CKD-	field_4	-1.653	-0.205	2.2837371190800818e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(20)	CKD-	field_5	-7.049	0.061	4.807867619115962e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(20)	CKD-	field_6	-4.518	-0.154	-1.490438961925948e-16	6.198	11823.000	-0.116	0.000	0.116
SRTed(20)	CKD-	field_7	-3.616	-0.183	1.3221635952568895e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(20)	CKD-	field_8	-4.449	-0.023	-5.168457690549659e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(20)	CKD-	field_9	-4.406	-0.054	1.2981242571613098e-16	10.121	11823.000	-0.086	0.000	0.086
SRTed(20)	CKD-	field_10	-6.399	0.111	1.1659078976356206e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(20)	CKD-	field_11	-5.102	0.035	-9.375341857276125e-17	5.111	11823.000	0.035	0.000	0.035
SRTed(20)	CKD-	field_12	-2.134	-0.091	9.315243512037175e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(20)	CKD-	field_13	-5.223	0.023	1.4423602857347886e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(20)	CKD-	field_14	-9.210	0.055	-1.6587143285950069e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(20)	CKD-	field_15	-24.308	0.037	5.805500150082524e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(20)	CKD-	field_16	-4.296	-0.071	1.6827536666905864e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(20)	CKD-	field_17	-4.940	0.061	-1.995265061933124e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(20)	CKD-	field_18	-28.315	-0.026	1.2019669047789904e-18	56.980	11823.000	-0.002	0.711	0.002
SRTed(20)	CKD-	field_19	-30.753	-0.086	-2.0673830762198636e-16	71.131	11823.000	0.007	0.252	0.007
SRTed(20)	CKD-	field_20	-2.399	-0.023	1.9231470476463846e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(21)	CKD-	field_1	-2.002	-0.183	-7.692588190585538e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(21)	CKD-	field_2	-3.536	-0.148	-3.6059007143369715e-18	29.852	11823.000	0.089	0.000	0.089
SRTed(21)	CKD-	field_3	-4.253	-0.187	-7.932981571541337e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(21)	CKD-	field_4	-1.653	-0.205	7.63248984534659e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(21)	CKD-	field_5	-7.049	0.061	1.153888228587831e-16	7.083	11823.000	-0.069	0.000	0.069
SRTed(21)	CKD-	field_6	-4.518	-0.154	-1.6106356524038472e-16	6.198	11823.000	-0.116	0.000	0.116
SRTed(21)	CKD-	field_7	-3.616	-0.183	-7.211801428673943e-18	4.600	11823.000	-0.055	0.000	0.055
SRTed(21)	CKD-	field_8	-4.449	-0.023	1.1659078976356206e-16	5.879	11823.000	0.189	0.000	0.189
SRTed(21)	CKD-	field_9	-4.406	-0.054	7.211801428673943e-18	10.121	11823.000	-0.086	0.000	0.086
SRTed(21)	CKD-	field_10	-6.399	0.111	2.5241305000358797e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(21)	CKD-	field_11	-5.102	0.035	-1.6947733357383765e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(21)	CKD-	field_12	-2.134	-0.091	-9.014751785842428e-18	46.427	11823.000	-0.056	0.000	0.056
SRTed(21)	CKD-	field_13	-5.223	0.023	8.654161714408731e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(21)	CKD-	field_14	-9.210	0.055	-1.4784192928781583e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(21)	CKD-	field_15	-24.308	0.037	1.4663996238303684e-15	46.545	11823.000	-0.020	0.002	0.020
SRTed(21)	CKD-	field_16	-4.296	-0.071	1.0336915381099318e-16	13.702	11823.000	0.041	0.000	0.041
SRTed(21)	CKD-	field_17	-4.940	0.061	-2.8606812333739974e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(21)	CKD-	field_18	-28.315	-0.026	4.807867619115962e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(21)	CKD-	field_19	-30.753	-0.086	-1.6827536666905866e-16	71.131	11823.000	0.007	0.252	0.007
SRTed(21)	CKD-	field_20	-2.399	-0.023	0.0	2.456	11823.000	0.060	0.000	0.060
SRTed(21)	CKD-	field_21	-2.619	0.066	-2.1154617524110232e-16	2.971	11823.000	0.024	0.000	0.024
SRTed(22)	CKD-	field_1	-2.002	-0.183	-3.846294095292769e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(22)	CKD-	field_2	-3.536	-0.148	-1.9231470476463846e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(22)	CKD-	field_3	-4.253	-0.187	-6.490621285806549e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(22)	CKD-	field_4	-1.653	-0.205	8.413768333452932e-18	29.283	11823.000	0.069	0.000	0.069
SRTed(22)	CKD-	field_5	-7.049	0.061	3.365507333381173e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(22)	CKD-	field_6	-4.518	-0.154	-2.2116191047933423e-16	6.198	11823.000	-0.116	0.000	0.116
SRTed(22)	CKD-	field_7	-3.616	-0.183	-3.2453106429032744e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(22)	CKD-	field_8	-4.449	-0.023	1.8991077095508048e-16	5.879	11823.000	0.189	0.000	0.189
SRTed(22)	CKD-	field_9	-4.406	-0.054	9.134948476320327e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(22)	CKD-	field_10	-6.399	0.111	2.872700902421787e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(22)	CKD-	field_11	-5.102	0.035	-2.8606812333739974e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(22)	CKD-	field_12	-2.134	-0.091	1.9531962202658595e-17	46.427	11823.000	-0.056	0.000	0.056
SRTed(22)	CKD-	field_13	-5.223	0.023	9.735931928709822e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(22)	CKD-	field_14	-9.210	0.055	-2.5000911619403003e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(22)	CKD-	field_15	-24.308	0.037	3.4256056786201225e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(22)	CKD-	field_16	-4.296	-0.071	3.846294095292769e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(22)	CKD-	field_17	-4.940	0.061	-2.908759909565157e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(22)	CKD-	field_18	-28.315	-0.026	-1.5625569762126877e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(22)	CKD-	field_19	-30.753	-0.086	1.6827536666905864e-17	71.131	11823.000	0.007	0.252	0.007
SRTed(22)	CKD-	field_20	-2.399	-0.023	1.3462029333524692e-16	2.456	11823.000	0.060	0.000	0.060
SRTed(22)	CKD-	field_21	-2.619	0.066	1.3462029333524692e-16	2.971	11823.000	0.024	0.000	0.024
SRTed(22)	CKD-	field_22	-3.168	-0.099	-9.615735238231923e-18	3.387	11823.000	0.168	0.000	0.168
SRTed(23)	CKD-	field_1	-2.002	-0.183	-2.403933809557981e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(23)	CKD-	field_2	-3.536	-0.148	2.4039338095579807e-18	29.852	11823.000	0.089	0.000	0.089
SRTed(23)	CKD-	field_3	-4.253	-0.187	-9.615735238231923e-18	7.046	11823.000	0.062	0.000	0.062
SRTed(23)	CKD-	field_4	-1.653	-0.205	-5.408851071505457e-18	29.283	11823.000	0.069	0.000	0.069
SRTed(23)	CKD-	field_5	-7.049	0.061	-3.365507333381173e-17	7.083	11823.000	-0.069	0.000	0.069
SRTed(23)	CKD-	field_6	-4.518	-0.154	-9.615735238231923e-18	6.198	11823.000	-0.116	0.000	0.116
SRTed(23)	CKD-	field_7	-3.616	-0.183	-4.2068841667264664e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(23)	CKD-	field_8	-4.449	-0.023	1.3101439262090995e-16	5.879	11823.000	0.189	0.000	0.189
SRTed(23)	CKD-	field_9	-4.406	-0.054	2.7164452048005182e-16	10.121	11823.000	-0.086	0.000	0.086
SRTed(23)	CKD-	field_10	-6.399	0.111	2.5361501690836697e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(23)	CKD-	field_11	-5.102	0.035	-2.884720571469577e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(23)	CKD-	field_12	-2.134	-0.091	7.031506392957094e-17	46.427	11823.000	-0.056	0.000	0.056
SRTed(23)	CKD-	field_13	-5.223	0.023	3.665999059575921e-16	6.252	11823.000	-0.117	0.000	0.117
SRTed(23)	CKD-	field_14	-9.210	0.055	-2.4159534786057705e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(23)	CKD-	field_15	-24.308	0.037	6.009834523894952e-18	46.545	11823.000	-0.020	0.002	0.020
SRTed(23)	CKD-	field_16	-4.296	-0.071	1.9231470476463846e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(23)	CKD-	field_17	-4.940	0.061	-1.9471863857419644e-16	7.618	11823.000	-0.079	0.000	0.079
SRTed(23)	CKD-	field_18	-28.315	-0.026	3.5698417071936016e-16	56.980	11823.000	-0.002	0.711	0.002
SRTed(23)	CKD-	field_19	-30.753	-0.086	7.211801428673943e-18	71.131	11823.000	0.007	0.252	0.007
SRTed(23)	CKD-	field_20	-2.399	-0.023	5.769441142939154e-17	2.456	11823.000	0.060	0.000	0.060
SRTed(23)	CKD-	field_21	-2.619	0.066	0.0	2.971	11823.000	0.024	0.000	0.024
SRTed(23)	CKD-	field_22	-3.168	-0.099	0.0	3.387	11823.000	0.168	0.000	0.168
SRTed(23)	CKD-	field_23	-2.313	0.052	0.0	2.383	11823.000	0.051	0.000	0.051
SRTed(24)	CKD-	field_1	-2.002	-0.183	-2.1635404286021827e-17	6.832	11823.000	0.038	0.000	0.038
SRTed(24)	CKD-	field_2	-3.536	-0.148	-1.4423602857347886e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(24)	CKD-	field_3	-4.253	-0.187	-9.375341857276125e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(24)	CKD-	field_4	-1.653	-0.205	3.966490785770668e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(24)	CKD-	field_5	-7.049	0.061	0.0	7.083	11823.000	-0.069	0.000	0.069
SRTed(24)	CKD-	field_6	-4.518	-0.154	-1.5625569762126876e-16	6.198	11823.000	-0.116	0.000	0.116
SRTed(24)	CKD-	field_7	-3.616	-0.183	2.884720571469577e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(24)	CKD-	field_8	-4.449	-0.023	-9.97632530966562e-17	5.879	11823.000	0.189	0.000	0.189
SRTed(24)	CKD-	field_9	-4.406	-0.054	5.769441142939154e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(24)	CKD-	field_10	-6.399	0.111	-1.7308323428817462e-16	10.193	11823.000	-0.032	0.000	0.032
SRTed(24)	CKD-	field_11	-5.102	0.035	-7.45219480962974e-17	5.111	11823.000	0.035	0.000	0.035
SRTed(24)	CKD-	field_12	-2.134	-0.091	9.014751785842429e-19	46.427	11823.000	-0.056	0.000	0.056
SRTed(24)	CKD-	field_13	-5.223	0.023	8.77435840488663e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(24)	CKD-	field_14	-9.210	0.055	-2.4880714928925103e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(24)	CKD-	field_15	-24.308	0.037	-4.795847950068172e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(24)	CKD-	field_16	-4.296	-0.071	-4.8078676191159615e-18	13.702	11823.000	0.041	0.000	0.041
SRTed(24)	CKD-	field_17	-4.940	0.061	6.490621285806549e-17	7.618	11823.000	-0.079	0.000	0.079
SRTed(24)	CKD-	field_18	-28.315	-0.026	4.0866874762485673e-17	56.980	11823.000	-0.002	0.711	0.002
SRTed(24)	CKD-	field_19	-30.753	-0.086	-5.288654381027558e-17	71.131	11823.000	0.007	0.252	0.007
SRTed(24)	CKD-	field_20	-2.399	-0.023	1.3462029333524692e-16	2.456	11823.000	0.060	0.000	0.060
SRTed(24)	CKD-	field_21	-2.619	0.066	5.769441142939154e-17	2.971	11823.000	0.024	0.000	0.024
SRTed(24)	CKD-	field_22	-3.168	-0.099	-5.769441142939154e-17	3.387	11823.000	0.168	0.000	0.168
SRTed(24)	CKD-	field_23	-2.313	0.052	3.846294095292769e-17	2.383	11823.000	0.051	0.000	0.051
SRTed(24)	CKD-	field_24	-2.674	-0.107	-2.644327190513779e-17	3.231	11823.000	0.037	0.000	0.037
SRTed(25)	CKD-	field_1	-2.002	-0.183	-1.129848890492251e-16	6.832	11823.000	0.038	0.000	0.038
SRTed(25)	CKD-	field_2	-3.536	-0.148	-1.9231470476463846e-17	29.852	11823.000	0.089	0.000	0.089
SRTed(25)	CKD-	field_3	-4.253	-0.187	-5.04826100007176e-17	7.046	11823.000	0.062	0.000	0.062
SRTed(25)	CKD-	field_4	-1.653	-0.205	2.1635404286021827e-17	29.283	11823.000	0.069	0.000	0.069
SRTed(25)	CKD-	field_5	-7.049	0.061	4.8078676191159615e-18	7.083	11823.000	-0.069	0.000	0.069
SRTed(25)	CKD-	field_6	-4.518	-0.154	2.1635404286021827e-17	6.198	11823.000	-0.116	0.000	0.116
SRTed(25)	CKD-	field_7	-3.616	-0.183	2.1635404286021827e-17	4.600	11823.000	-0.055	0.000	0.055
SRTed(25)	CKD-	field_8	-4.449	-0.023	1.502458630973738e-16	5.879	11823.000	0.189	0.000	0.189
SRTed(25)	CKD-	field_9	-4.406	-0.054	5.5290477619833556e-17	10.121	11823.000	-0.086	0.000	0.086
SRTed(25)	CKD-	field_10	-6.399	0.111	9.134948476320327e-17	10.193	11823.000	-0.032	0.000	0.032
SRTed(25)	CKD-	field_11	-5.102	0.035	-1.3942816095436288e-16	5.111	11823.000	0.035	0.000	0.035
SRTed(25)	CKD-	field_12	-2.134	-0.091	0.0	46.427	11823.000	-0.056	0.000	0.056
SRTed(25)	CKD-	field_13	-5.223	0.023	6.250227904850751e-17	6.252	11823.000	-0.117	0.000	0.117
SRTed(25)	CKD-	field_14	-9.210	0.055	3.329448326237803e-16	29.762	11823.000	0.036	0.000	0.036
SRTed(25)	CKD-	field_15	-24.308	0.037	4.976142985785021e-16	46.545	11823.000	-0.020	0.002	0.020
SRTed(25)	CKD-	field_16	-4.296	-0.071	-3.1251139524253754e-17	13.702	11823.000	0.041	0.000	0.041
SRTed(25)	CKD-	field_17	-4.940	0.061	-3.846294095292769e-17	7.618	11823.000	-0.079	0.000	0.079
